txn_reference,sender_mobile,receiver_mobile,transfer_amount,initiated_at
APP629707823,6274519382,7087530342,109900.43,1712293740
APP950858056,6274519382,7087530342,129360.06,1720069740
APP478327987,6274519382,6393492463,124740.59,1725512940
APP442650897,9463197551,8485875546,124679.97,1728633060
APP267014325,9463197551,9787757457,132945.54,1731570660
APP914394448,9463197551,6222838284,94601.13,1749369060
APP274299944,8713361945,8386414267,23248.04,1722741420
APP961457542,8713361945,9444101155,72287.36,1728098220
APP837741632,9258514549,7623400375,122113.03,1738588140
APP788463285,9258514549,9151613754,52967.83,1746623340
APP436659755,9258514549,8069311522,23496.53,1756991340
APP261576228,9451349144,9049932225,58947.41,1738041660
APP657788703,9451349144,9636242390,78817.15,1740979260
APP196535806,9451349144,9636242390,52342.06,1745904060
APP170316481,8503317215,7291815992,28243.35,1715921940
APP617955508,8503317215,7291815992,73937.95,1718427540
APP321857602,7552277142,6185164935,41621.85,1727347980
APP588767249,7552277142,6185164935,126097.55,1734951180
APP938103226,7552277142,6457589162,107151.16,1737629580
APP748217646,6846232528,7804188710,140254.69,1750220100
APP287060773,6846232528,7648345928,61334.65,1771128900
APP359196930,7006530159,7931560775,68327.56,1736705700
APP311082593,7006530159,7931560775,28069.03,1741976100
APP688226160,7527207181,8761470203,108318.92,1707419700
APP346166246,8915499255,6721389315,25141.23,1725334020
APP842374095,8915499255,6419357153,32714.04,1733369220
APP381400462,8915499255,6419357153,25028.77,1738553220
APP812034473,8915499255,8256316164,25060.51,1741231620
APP600866422,7777135649,9106707246,119244.29,1713762300
APP105540891,8881542349,8298152010,101350.39,1729710240
APP244683467,8881542349,8268578212,137908.64,1734894240
APP505053123,9150674424,7788704697,40353.85,1716601260
APP755028961,9150674424,7788704697,67356.16,1732066860
APP667382425,8072218152,6313307767,21251.75,1736357100
APP803193406,8072218152,9389346722,53039.08,1746552300
APP446844548,8072218152,8366991498,136482.21,1749230700
APP993905186,8072218152,6313307767,134041.62,1756747500
APP644546060,7436088788,6536057183,83271.53,1726457880
APP432766136,7436088788,6536057183,102378.47,1731641880
APP817502434,7436088788,6536057183,63250.46,1736739480
APP230591575,8894208196,7920170392,80196.67,1719745800
APP632365400,8894208196,6610221449,73667.95,1730373000
APP376291695,8894208196,6649767182,134677.93,1753614600
APP353056772,8371327594,7888650417,66171.76,1733289840
APP352357993,8371327594,9643949759,15991.81,1735881840
APP698982299,8371327594,7888650417,144889.33,1740979440
APP844857523,8371327594,9643949759,123244.87,1746422640
APP360082033,6504086564,7940973138,86467.0,1733501700
APP439098388,6504086564,8446486249,118313.57,1738512900
APP388364027,6684369005,8425869752,18214.32,1705537080
APP775437349,6423515644,8811329559,81618.32,1715672880
APP361082108,6423515644,6370756045,135704.15,1720856880
APP520235314,6285361418,7865149010,52789.99,1723401360
APP740299718,6285361418,7865149010,25207.31,1725734160
APP717775905,6285361418,7865149010,142652.28,1728498960
APP601184619,7525341988,7189634380,122658.55,1730582820
APP979986329,7525341988,6380192493,130897.0,1738531620
APP187709993,7525341988,8833802310,144982.11,1740778020
APP722549682,7525341988,8833802310,122402.52,1754083620
APP851817838,8923794078,8387068356,105847.51,1731900360
APP608221988,8923794078,8979053183,31369.31,1744773960
APP533289595,7873397116,9168450708,57851.02,1745264700
APP577998616,7720855826,6980116906,135613.45,1705461900
APP374589116,7720855826,6861638628,60711.12,1710645900
APP191543144,7720855826,9188423141,22795.03,1713065100
APP183108466,7720855826,6980116906,85229.02,1720668300
APP635839358,6838132609,7063514900,107494.21,1736105340
APP144558303,6838132609,7285080920,87197.41,1746386940
APP908769794,6838132609,6912361800,138276.72,1749065340
APP515569635,6838132609,6664137076,98890.83,1759433340
APP196006401,6875581920,9097708715,81723.7,1716748500
APP919660768,6875581920,9097708715,109622.35,1719254100
APP584758537,6105769256,6549349423,97616.96,1723297920
APP994568939,6105769256,8949741891,39931.59,1725544320
APP496302025,6105769256,9131543093,48802.04,1743688320
APP628235824,9299565741,9170727697,113587.44,1709915640
APP211577812,9299565741,7731931404,20779.57,1715099640
APP947373884,9299565741,9108842171,38407.86,1717691640
APP811725756,9299565741,9108842171,55685.72,1728059640
APP952958540,9299565741,9108842171,136620.47,1740760440
APP746723487,6081702443,6707270892,124702.32,1733848680
APP146634388,6081702443,6707270892,43039.92,1738687080
APP726556979,6081702443,6707270892,39274.61,1741451880
APP592691171,6081702443,6707270892,103251.07,1743957480
APP705422122,7315701118,6609960152,100555.75,1715531580
APP358217562,7899102172,8787474205,117274.45,1725307740
APP117937400,7899102172,6196455047,105570.2,1735589340
APP552333783,9144927535,9904393182,21065.31,1717833600
APP284323899,9840906100,7296836765,22354.02,1743833400
APP674881624,9100712987,9276740805,106929.23,1730834880
APP469780787,9100712987,9936390925,107694.44,1736105280
APP286986835,9100712987,9507043188,142739.7,1741202880
APP895953719,9669138635,6182243576,21229.26,1716157620
APP634181552,6507179980,6290694249,99846.47,1715229780
APP283150638,6507179980,6290694249,78409.15,1723005780
APP595486976,6507179980,8016532870,60363.58,1725597780
APP644001243,6507179980,8016532870,86212.37,1730436180
APP739686945,6878589403,9960945422,30746.14,1729173720
APP577278498,6878589403,9960945422,29873.13,1731765720
APP886662233,6878589403,9292958188,113150.57,1734703320
APP159905190,6878589403,9960945422,67631.4,1737122520
APP589476384,6878589403,7931791484,26249.55,1739714520
APP925720680,6878589403,7079913745,57454.88,1750168920
APP734516540,6878589403,9292958188,16953.92,1760364120
APP915230527,6339504042,8637597129,112283.22,1733157360
APP782674506,6339504042,8547309530,123170.89,1738341360
APP277806914,6339504042,8983712618,76438.51,1753634160
APP470586903,7675100472,6457007494,129898.83,1732697100
APP734771994,7675100472,6457007494,95281.61,1745743500
APP981336399,6216136128,9133656326,22719.2,1738752660
APP308824117,9756044844,7157917346,72900.37,1715590980
APP271872456,9756044844,7135977221,107501.23,1728291780
APP685672871,9756044844,7046645142,73818.36,1730797380
APP190397340,9756044844,7135977221,53431.01,1738573380
APP951528517,7017796394,6949444336,53371.66,1737805980
APP656472082,6471059763,8057232029,105626.79,1717167840
APP626389226,6471059763,7911954286,60649.88,1727363040
APP231248751,8434141323,7870238969,55150.24,1717777020
APP240824532,8434141323,8608424540,30694.15,1725812220
APP738525246,8434141323,7870238969,30735.22,1728317820
APP741050112,8434141323,7870238969,38573.89,1730996220
APP352757544,8732410564,9311222867,57824.57,1734717960
APP410940442,8732410564,8494969244,93496.38,1737569160
APP714228443,6949961156,7241915958,102941.17,1712143800
APP889405647,6949961156,7486882998,98735.96,1725103800
APP877931347,6949961156,7608284450,88543.96,1728041400
APP418265149,9999541370,7422408401,130921.89,1734951720
APP747961130,9999541370,7328687286,96219.25,1737543720
APP219826106,9999541370,7422408401,55989.17,1745233320
APP181228595,9999541370,9968215189,38757.91,1747825320
APP856747139,9999541370,6887175581,49990.15,1763290920
APP114801879,9432944461,9732115757,35341.73,1728613440
APP468848662,9857853032,7392408110,123451.24,1725452460
APP413004920,9857853032,7392408110,30873.38,1743510060
APP168248282,9033137938,7608971187,77977.03,1727103780
APP422001891,6029874276,6940356911,54007.4,1741930560
APP424118436,9253708784,7923848202,51485.72,1728554160
APP444435431,9253708784,6362143037,29264.54,1741341360
APP790569726,9253708784,6362143037,46402.55,1746698160
APP851297832,8690565984,9196344559,69969.71,1731736500
APP114694911,7824659702,8892822713,29086.63,1736367000
APP426554672,7354769419,8202766186,75221.68,1713186840
APP346151356,7354769419,8331666705,85498.78,1715519640
APP789876425,7354769419,8491035022,107887.59,1723554840
APP513922586,7354769419,8331666705,89651.65,1728652440
APP155125816,7354769419,8331666705,55254.14,1733663640
APP894432267,9591938245,7769069867,141638.74,1726093260
APP461332304,9591938245,7769069867,51549.12,1728858060
APP989840927,8901673398,9103663576,103571.42,1716318360
APP910325317,7905159296,6934082671,23899.09,1714932960
APP275340829,9629794510,8464915333,138772.7,1728675780
APP968681656,9629794510,9046242931,88660.89,1736451780
APP819384559,9629794510,9046242931,95271.34,1754682180
APP715372211,9471249592,7033639671,140794.28,1730340000
APP655883630,9471249592,6699805560,128806.1,1733104800
APP464674276,9471249592,9584493674,105305.51,1743213600
APP882856458,9471249592,6699805560,39125.86,1745805600
APP419547516,9471249592,7033639671,45521.83,1753927200
APP132929257,9471249592,9584493674,71823.98,1761616800
APP946992585,9644945582,9411438393,54914.08,1735787880
APP789952938,9644945582,6642182160,62255.09,1743563880
APP746716790,9644945582,9739925943,90316.84,1761707880
APP848959220,7058653236,9372643894,53940.27,1735832100
APP834658394,7058653236,9377977601,15250.39,1738596900
APP808208084,9296157161,8398043344,96932.47,1718972100
APP356033011,9296157161,7667916032,127080.76,1721477700
APP541572094,9296157161,8398043344,40803.89,1749989700
APP661387842,6289058106,8209358035,133022.24,1730751780
APP369504484,6289058106,6370482201,80951.71,1746217380
APP797859245,9505812393,8945315718,72639.3,1726150200
APP979517207,9505812393,8175122479,97309.21,1738937400
APP603234847,8413746273,6584734550,72794.01,1712119800
APP220056198,8413746273,6496436520,141187.6,1722487800
APP799980394,8413746273,6432228200,61450.95,1727844600
APP305065671,8401293009,9230276001,91788.17,1712347440
APP439791390,8401293009,9230276001,127661.1,1725134640
APP335718330,6863693298,9732719630,138879.8,1707600720
APP870083148,6863693298,9400872344,90956.74,1715290320
APP991826654,6863693298,9400872344,78706.29,1725744720
APP325248275,6863693298,9732719630,87314.43,1728509520
APP801034561,6616384951,6141085374,129490.3,1724999700
APP389902410,6616384951,6141085374,51089.54,1732689300
APP873055032,6616384951,7553398670,34656.85,1740378900
APP635090403,6616384951,6141085374,77447.4,1743316500
APP939157476,7832860722,9120623512,31610.62,1728933000
APP786502401,8456413958,6946408418,41831.56,1721030100
APP392668265,8456413958,8644275595,46803.39,1728460500
APP359324848,8181967151,9058329096,33318.84,1704311520
APP570695663,8181967151,7145951456,47992.58,1706730720
APP164894150,8181967151,8591421625,43737.07,1730058720
APP980783711,8181967151,8674695972,30734.45,1735156320
APP154991198,8181967151,6615515156,64937.77,1737921120
APP982685253,8792268209,9322147154,34617.66,1745984340
APP506295083,6976437156,6220757740,60668.08,1729282560
APP709853135,8166369197,8579531908,40390.0,1739488980
APP293136463,8166369197,6825765738,83485.2,1744672980
APP819928979,8376688328,8374453444,84375.98,1726185300
APP650116689,8376688328,7913407885,126305.93,1728604500
APP129689112,8376688328,8374453444,119846.13,1731110100
APP881563702,8376688328,9030200372,97067.54,1733702100
APP416501476,8376688328,8374453444,107261.25,1741478100
APP425397036,8376688328,9030200372,36800.16,1751846100
APP175242228,8376688328,8374453444,123643.27,1757289300
APP969176525,8030105972,6533569990,81295.81,1723258200
APP813155648,8030105972,6767940508,149587.56,1728787800
APP409701721,8030105972,6408955373,133460.81,1733971800
APP503296780,8030105972,6767940508,43074.88,1736304600
APP672650949,8030105972,6767940508,125468.29,1741575000
APP229247197,6079813769,7214652248,72965.11,1721400000
APP871203359,6079813769,7214652248,136302.16,1736865600
APP338810138,9466623554,8760464043,126502.1,1725656100
APP610048551,8268967535,7097990670,92923.75,1732462440
APP109939026,6575751921,8150691000,65643.42,1746749100
APP809277351,6575751921,8150691000,16034.52,1752019500
APP628846728,6575751921,8208914350,47486.82,1759709100
APP185749141,6575751921,7742535360,60528.12,1762301100
APP392021118,9734318365,7342701460,102421.07,1738392420
APP505243490,9734318365,8635408966,20672.35,1741243620
APP455003911,9734318365,8635408966,130946.63,1748846820
APP706205853,9734318365,8635408966,145870.62,1753944420
APP629479841,9340701220,7589873077,121968.87,1731432720
APP171321880,6153722082,6976301620,58717.65,1721130780
APP225033557,6153722082,9506814465,70755.54,1723981980
APP457271622,6153722082,8414929757,19698.31,1744545180
APP603611089,6153722082,6567752811,74050.66,1747137180
APP783596187,7753164922,9849771911,110725.09,1714821300
APP254020481,7753164922,9849771911,147464.81,1725016500
APP760489086,7753164922,7961870833,50261.05,1727694900
APP418717017,7881116227,6624224677,29734.19,1731082680
APP172986893,7881116227,7114022111,140894.42,1733415480
APP431964980,7881116227,7114022111,66206.03,1749140280
APP815010429,9969989162,9840736463,27113.06,1719197040
APP394787090,9969989162,7291485319,105707.15,1724208240
APP402875724,9969989162,8655766887,53288.24,1726973040
APP680466013,7205708860,6941295791,79587.9,1705507200
APP643178514,7205708860,8407790111,140472.41,1708272000
APP986414508,7205708860,6495082507,112206.69,1718467200
APP261524929,7205708860,9861388158,134112.82,1721232000
APP764182449,6907541862,9390942272,99447.66,1733575080
APP779228590,6907541862,9390942272,117514.48,1739104680
APP436687956,6907541862,9390942272,41469.97,1741610280
APP950443837,6517717617,7064072557,117055.65,1713791580
APP357583622,8833324657,9734392803,124825.41,1723658640
APP845722446,8833324657,8723084033,74124.81,1733681040
APP908693686,8833324657,8002256114,105129.8,1736273040
APP671205633,8833324657,9068486736,103268.77,1741457040
APP778838409,8833324657,8002256114,86089.62,1744221840
APP122549519,7633089250,7363830533,16611.78,1726825740
APP782962749,7633089250,7363830533,131649.58,1731923340
APP946246974,8728924590,7946180222,60916.11,1734850200
APP614533533,8728924590,7114739253,85122.76,1742539800
APP363961097,9490546136,9328689339,110026.31,1745584200
APP238249333,9490546136,8945804590,147035.32,1761481800
APP553811960,8920178524,7012850194,66266.35,1715244240
APP726645172,8920178524,7012850194,36908.09,1720514640
APP349905602,8415506313,9297118565,33409.35,1745179500
APP514858245,8415506313,9051472463,17477.82,1747944300
APP454998794,8415506313,9051472463,98132.81,1760904300
APP882015416,8585762826,6112450757,101933.32,1714826100
APP566820672,8585762826,9180158448,137263.12,1730291700
APP841938718,8585762826,8814603633,132684.98,1748435700
APP927355803,6802469858,7013372381,96745.54,1721061480
APP562691135,6802469858,7013372381,74468.1,1726072680
APP759763360,6802469858,6985362565,63907.38,1731515880
APP206252546,9743208074,7033429271,89935.53,1710260340
APP666011197,9743208074,7033429271,42700.95,1715444340
APP792003979,9743208074,7765776327,76528.67,1720714740
APP586011403,9743208074,7765776327,135229.87,1728749940
APP313857534,6156492227,6775987771,73989.56,1725335580
APP171883682,6156492227,7088411200,30670.39,1732938780
APP201305004,9155414516,6990997794,90184.2,1718974560
APP649329155,6779684607,6864965810,42257.37,1737333420
APP979498757,8243993212,7599347213,37817.08,1726672620
APP415561644,8243993212,9695186437,112279.75,1731856620
APP193107906,9278230142,8889461983,27606.79,1718703360
APP363299172,9278230142,8738145643,100810.86,1728984960
APP418212570,6980277761,9682487394,110710.1,1728979680
APP127505937,6980277761,9682487394,112749.19,1733904480
APP618338262,6980277761,8149934129,50764.69,1736669280
APP993232224,6980277761,6306344025,149613.94,1749456480
APP592144952,8788285149,9672097945,42814.36,1726550580
APP790236161,8788285149,6289047464,90018.31,1731907380
APP472083630,8294270472,8556491848,103197.46,1758821880
APP972991722,8294270472,8177056221,95152.58,1761154680
APP419196835,8294270472,8177056221,58091.28,1763833080
APP774937015,8914724927,6486662572,111345.1,1707388740
APP872170804,8914724927,6367884237,118923.11,1712572740
APP578117000,8914724927,6486662572,60183.6,1715510340
APP210669045,8914724927,6367884237,126998.8,1720348740
APP886310001,8914724927,6486662572,118916.59,1738838340
APP808702552,8914724927,6367884237,144969.18,1741084740
APP305588756,8078746889,9910757478,121549.62,1728755880
APP557481818,8078746889,7714098234,95844.64,1752256680
APP824892802,8078746889,9910757478,58928.51,1762624680
APP732893596,7941053132,6949502871,147813.65,1744950420
APP654080076,7941053132,6949502871,73074.61,1747456020
APP946122958,7941053132,6949502871,97976.1,1752640020
APP319192356,7941053132,8249345623,61265.67,1755059220
APP979352571,7941053132,8249345623,132605.1,1757651220
APP803586961,7941053132,7026064304,87624.82,1765600020
APP135710977,7784758296,7561208772,120318.85,1722704040
APP364297379,7784758296,9230266116,54583.12,1725296040
APP963712921,6969555365,9848428279,143200.89,1709966340
APP957877262,6969555365,9706994279,85265.78,1712385540
APP302876259,6969555365,9848428279,58985.71,1717569540
APP976362932,6969555365,9706994279,114374.18,1730702340
APP899417125,6969555365,9848428279,78370.62,1735713540
APP296991143,9806788577,7745011169,56965.5,1738525140
APP583057820,8048027270,6594827356,148755.13,1723158600
APP107252500,8048027270,7437702958,111528.45,1725577800
APP401615459,8159504920,7556633464,138721.43,1704521340
APP406599923,8159504920,7186228724,126365.37,1710050940
APP310072707,8159504920,9596322902,95006.91,1715062140
APP839318136,7575911893,6666005881,76711.64,1723223340
APP145259418,7575911893,7966465671,101610.15,1730826540
APP424967987,7575911893,7966465671,117544.33,1741280940
APP575853787,7043301118,9687451901,112091.98,1731070020
APP621313224,7043301118,8946555210,124614.13,1733834820
APP347645293,7043301118,9633031914,116886.12,1736513220
APP891968487,7301375980,9840583877,82355.79,1714173960
APP605833146,7301375980,9840583877,138537.08,1719185160
APP196146391,7301375980,9529501393,122060.87,1724369160
APP254677012,7713491653,9605041539,123680.67,1707805740
APP443804418,7713491653,9605041539,131524.69,1713076140
APP476003089,8280086877,8244647446,68696.8,1716244380
APP764815634,8280086877,9705134369,69938.59,1726957980
APP626134306,8280086877,8244647446,26504.41,1731882780
APP520541641,8064071142,8431074241,137484.56,1723102080
APP799747294,8064071142,8623352159,44090.81,1725607680
APP559604337,8064071142,8431074241,59735.92,1728372480
APP180878924,8064071142,8431074241,76551.97,1735975680
APP621246694,8064071142,6716050899,140420.82,1741418880
APP800141777,8064071142,8623352159,82966.14,1746516480
APP449473183,7691707680,8390970050,124106.62,1710310560
APP367123834,7691707680,7220185340,139086.62,1713075360
APP523508131,7691707680,8390970050,89414.41,1718000160
APP920972978,7691707680,7220185340,141364.39,1723443360
APP810713577,7691707680,8390970050,39461.87,1728540960
APP168304105,7691707680,8390970050,77601.51,1731305760
APP318947802,7691707680,8390970050,57031.42,1733897760
APP236153012,8452787448,8240201493,131938.0,1733689320
APP251851078,8253372373,7691931501,82840.73,1735108380
APP762396585,8253372373,8462220360,120879.79,1753511580
APP988717697,8253372373,8462220360,20525.59,1756103580
APP603889903,7014516962,6713574123,50290.3,1742114520
APP779529728,7197800779,8334956029,121026.97,1708210260
APP790533284,7197800779,9031428121,83946.21,1723589460
APP693096756,7197800779,8508011084,112469.57,1736463060
APP778625791,8182711507,8180382524,55311.15,1725472020
APP450137605,8182711507,8180382524,78825.74,1733420820
APP876635582,6413524082,6374293796,133218.4,1721184600
APP989561907,6413524082,6591069789,35370.49,1723863000
APP940090051,6413524082,9967575547,84686.66,1729133400
APP676146981,8223400280,9286083254,85253.84,1729070160
APP779032068,9218737857,9716117229,90072.78,1743316740
APP353346839,6031601638,8064013371,145472.49,1732504080
APP205220944,6031601638,6658237299,20030.39,1737774480
APP248920402,6031601638,6658237299,123220.01,1743217680
APP508153790,8996843516,7190444036,42400.3,1721108040
APP402260380,8996843516,6095364870,61337.37,1723440840
APP632895582,8996843516,7984463485,124025.52,1726205640
APP893204499,8996843516,6095364870,99726.23,1728711240
APP716072789,8996843516,9600277201,81418.18,1754458440
APP764410815,9885136135,6612703736,77806.81,1729499400
APP866853504,9885136135,6612703736,81272.48,1731832200
APP478209737,9885136135,9150341573,20345.94,1734683400
APP257672220,9885136135,7966331559,43029.17,1737016200
APP553823427,6708657549,9952656731,95180.56,1718474220
APP638214191,7937540670,6246509422,51544.41,1731445620
APP623320346,7685693204,9545945909,19517.77,1726233480
APP335045933,7685693204,6498793905,91422.56,1729171080
APP200344317,8390391208,6099905940,33875.37,1716046200
APP636032791,8390391208,9245317068,96616.57,1718811000
APP947859207,8648367942,7061587584,83693.53,1709415000
APP251729457,8648367942,9109754248,44032.23,1719869400
APP934270945,8648367942,7061587584,103227.7,1730151000
APP888812921,8648367942,7061587584,126955.79,1737927000
APP557053976,8465355517,7949745047,125342.89,1743942300
APP245330881,7078055718,6590831864,39498.22,1719144480
APP369262397,7078055718,6590831864,114702.42,1721736480
APP531813241,7398513246,6224519734,57477.94,1734732840
APP169576071,7398513246,9208666893,109393.39,1742163240
APP554513005,7398513246,9208666893,31203.29,1747520040
APP906860261,7398513246,8481200133,46587.66,1755468840
APP466271771,7398513246,9307795774,117977.22,1762985640
APP786040838,7398513246,8703738319,31100.41,1765577640
APP868620499,7398513246,9208666893,97807.27,1770675240
APP417606836,8204382691,7049559731,96775.66,1707166560
APP524335695,8204382691,7049559731,16071.86,1712609760
APP883649340,8204382691,7084635488,92860.57,1714942560
APP270361041,8204382691,7049559731,130376.71,1725569760
APP134936068,8204382691,7084635488,49242.4,1733172960
APP703741653,8149795803,9447253568,78040.19,1738630440
APP284894420,8149795803,9447253568,65879.91,1741136040
APP788650063,9716279990,8231586196,122720.65,1704570720
APP838550478,9716279990,8231586196,63810.83,1725393120
APP586457007,9232534613,8361464300,90008.87,1717248420
APP591639975,9232534613,7608058113,132917.89,1722518820
APP414618071,8176057713,9141803368,28512.42,1734805500
APP422437189,8176057713,7422089486,91975.59,1742667900
APP851551710,6387909873,9524054006,72035.47,1708325940
APP842458844,9672556059,6205762241,134912.49,1728052680
APP105780051,9672556059,8596128069,35161.74,1730644680
APP656076986,9672556059,8596128069,25346.57,1735569480
APP474805818,9672556059,8596128069,114944.27,1751380680
APP223859583,9195764425,9670767015,129979.58,1707688320
APP519248644,9195764425,7009869720,125514.66,1712958720
APP253181953,8539474263,6308488026,60596.85,1707474420
APP887854808,8539474263,9439626050,15254.17,1712399220
APP450254380,8539474263,9439626050,82760.99,1715336820
APP457463963,8539474263,6308488026,108854.95,1723026420
APP455607258,8539474263,6308488026,114401.33,1725618420
APP860936637,9724892924,7693561984,141261.83,1718728200
APP787224471,9724892924,9414315993,59634.47,1726417800
APP402126082,9724892924,7693561984,81103.07,1734366600
APP389368293,9724892924,7693561984,107892.54,1736872200
APP404992980,7627210147,9521734063,23301.82,1727516820
APP271205995,7631665451,8668181360,141051.97,1732963020
APP357344435,7631665451,7547504991,22632.71,1738233420
APP731343805,7631665451,8989190331,113553.75,1740566220
APP742642085,7631665451,8989190331,62506.98,1745750220
APP421734726,7631665451,7547504991,62518.75,1748601420
APP419087542,7631665451,7547504991,77012.98,1751020620
APP522013674,7631665451,8071425933,104326.54,1753526220
APP831979551,6630174507,9081474898,142964.69,1719179160
APP702246722,6630174507,8104656528,126735.54,1747863960
APP182768579,9056080690,6752145876,114324.9,1711947060
APP682329954,8119652217,7766619567,116957.42,1718041860
APP847162778,8582386338,7118907514,142770.91,1730252520
APP225965942,8582386338,9759776651,101135.83,1735090920
APP123512351,8582386338,7558390450,49134.29,1738028520
APP374760606,8582386338,9759776651,107910.61,1748396520
APP516397571,8582386338,9759776651,64546.62,1753407720
APP292911748,8582386338,7558390450,29841.17,1758505320
APP580569564,8782539332,9030354670,131861.04,1728798120
APP831129128,8782539332,9030354670,96604.1,1741585320
APP373121358,6245937762,6212792213,82743.4,1715399220
APP615085670,6245937762,7039136339,68599.74,1717904820
APP538357412,6245937762,9246003464,24916.46,1728186420
APP448662443,6245937762,7261423021,30848.75,1733370420
APP615386085,8534805646,8530712351,126919.53,1709131620
APP619064544,8534805646,6785249681,147844.5,1714402020
APP218827973,8534805646,9910102381,126315.07,1716994020
APP495743986,6298855432,6142081716,48767.41,1726976400
APP884570122,6298855432,9632850602,43050.31,1737344400
APP266871653,6298855432,9071437646,26500.22,1745034000
APP447818033,6298855432,9636710302,92032.13,1747366800
APP108717085,7471913963,8807781042,52071.55,1718236800
APP578076712,7471913963,8807781042,137813.24,1723420800
APP603362216,7471913963,8807781042,15937.33,1734134400
APP821524991,7522429032,6362557241,146369.29,1720675620
APP935177996,7522429032,7136878816,27439.15,1733376420
APP949654992,8525107686,9016659071,42994.12,1729909260
APP405235720,8525107686,8823078593,31047.67,1740190860
APP803741419,8525107686,8118267829,84569.17,1750645260
APP866568709,8525107686,8823078593,82829.9,1753410060
APP904277434,8525107686,8823078593,53547.34,1755915660
APP116710214,8160587275,8785150744,61972.05,1711723560
APP513880136,8160587275,8785150744,140023.81,1716907560
APP470888238,8160587275,8513652997,103244.24,1721918760
APP966301295,8160587275,8785150744,15365.85,1729867560
APP469552894,9640143803,6926697747,80760.79,1731787320
APP979423797,9640143803,7477743746,31559.74,1752696120
APP618136728,8398300444,6962523526,28137.21,1713282960
APP914699016,8398300444,9850394255,125806.22,1726070160
APP913216474,8829881381,7244306850,51249.71,1729289520
APP339192223,6851157637,7573872863,22611.47,1736458620
APP385805802,6593236707,7018009972,74707.91,1726970220
APP788393207,6593236707,6309106491,141689.23,1729389420
APP683224433,6593236707,6309106491,146250.47,1737079020
APP715278949,6593236707,8958828290,124272.61,1747619820
APP797129471,6593236707,6370011841,91749.9,1750211820
APP703565541,6374124335,9176431689,36881.91,1719725100
APP619483840,6374124335,7204266577,116206.74,1727414700
APP220713640,9071763922,9567406852,26992.51,1721322060
APP796007072,9071763922,9567406852,34109.75,1736614860
APP858294923,8165663190,8031387562,143404.22,1737446100
APP663675954,8165663190,9165963230,103408.82,1742457300
APP872402401,7401229553,7731817356,136984.98,1710536820
APP800428662,6716868981,9283981227,35736.48,1719923280
APP427017978,8346968913,7520596734,35223.39,1719084180
APP910086411,8346968913,7520596734,143841.83,1732130580
APP255452987,8346968913,7520596734,78874.94,1734981780
APP619290732,8346968913,7520596734,17635.74,1750533780
APP313972356,6256884035,7476909929,65538.72,1722761400
APP545812257,6256884035,9085633827,19959.69,1730191800
APP756638853,6256884035,6861859504,40871.66,1735375800
APP772779937,7178960515,9077285361,42129.75,1713241080
APP886708964,7178960515,7292359974,71466.79,1721189880
APP952520220,7178960515,7292359974,114620.14,1726287480
APP983490214,7178960515,7913357402,95506.47,1731730680
APP375824577,7178960515,7292359974,99970.87,1734149880
APP904988846,6062469528,9568852495,91674.78,1712168820
APP816914427,6062469528,6911946179,127600.66,1722536820
APP220911966,9317068760,6729828960,91550.37,1705583700
APP384609609,9317068760,7116777805,43541.35,1715951700
APP564921643,8402801271,6551193247,29572.97,1725742560
APP365377265,8402801271,6103019940,101905.36,1738961760
APP936225404,8402801271,6103019940,95494.27,1749329760
APP311169717,8402801271,6551193247,121686.4,1759611360
APP681163211,6021416677,9758046811,83003.67,1726275360
APP976071182,6169289440,6956998288,83052.97,1716780420
APP771214481,6169289440,6596051252,146329.05,1719286020
APP406639073,6169289440,6596051252,67386.01,1721964420
APP361358160,8704061941,9174326643,123370.19,1705904100
APP252432669,8704061941,9174326643,72397.85,1718604900
APP833790993,8704061941,6259113371,75740.47,1729145700
APP548134316,6590331117,9437444856,100926.46,1720247220
APP395318254,6590331117,6835570092,78349.7,1738564020
APP152008996,6590331117,6835570092,81251.21,1751351220
APP674311103,6978301290,6169852191,99449.48,1718503260
APP953764878,6978301290,7475167961,34706.57,1736474460
APP863657232,6978301290,7158104674,119796.36,1739066460
APP491794783,6978301290,7158104674,50303.39,1744509660
APP820697990,6978301290,7475167961,110761.3,1749434460
APP544856203,6268880582,6086460434,16690.99,1726930020
APP638610802,6268880582,7610387145,36376.99,1734878820
APP809373266,6268880582,6086460434,149237.44,1750603620
APP688030221,6268880582,9791058597,69181.17,1760798820
APP547968290,9067287309,9377390320,64740.19,1723022460
APP639215402,9067287309,9377390320,148067.22,1725528060
APP402012689,9067287309,6501548931,37548.67,1735896060
APP149695824,9067287309,9377390320,74239.01,1738574460
APP376350558,9067287309,8046712003,45671.15,1751448060
APP827328034,8616176736,6564643520,52784.37,1735937580
APP115309808,9365765335,6239029088,71619.88,1724560560
APP389035988,9365765335,8866116324,138052.28,1729830960
APP641944416,9365765335,8426118036,22483.65,1734842160
APP312786637,9365765335,7428517699,72137.89,1737347760
APP614108837,9365765335,8380475726,122278.9,1745037360
APP570629631,9325372847,6754192318,105020.69,1734599760
APP416048470,9851769868,6914852361,110464.57,1731051240
APP669072354,9831224944,8642727683,49171.56,1712003400
APP342771205,6702390616,7334549293,26382.1,1732756860
APP504787972,6702390616,9258208443,75240.33,1735435260
APP196422600,6702390616,7334549293,112425.47,1737768060
APP822079947,6702390616,8616183732,87894.41,1743211260
