transaction_id,debit_account_no,credit_account_no,transaction_amount,transaction_date
NB714074882,ACC00049415,ACC00049408,48199.13,2024-03-12 20:13:00
NB841413622,ACC00049415,ACC00049408,2493.68,2024-03-13 13:55:17
NB629081518,ACC00049411,ACC00049408,1161.58,2024-03-14 10:26:59
NB390906712,ACC00049410,ACC00049408,31714.64,2024-03-14 20:54:51
NB988218053,ACC00049423,ACC00049418,16686.9,2024-03-23 09:34:51
NB366774349,ACC00049422,ACC00049418,1526.13,2024-03-23 14:09:00
NB749693787,ACC00049425,ACC00049418,9972.81,2024-03-23 17:07:11
NB659960349,ACC00049420,ACC00049418,11523.27,2024-03-24 03:00:39
NB782294476,ACC00049428,ACC00049426,11524.02,2024-02-10 16:43:57
NB175338519,ACC00049432,ACC00049426,39581.64,2024-02-11 19:57:54
NB125438822,ACC00049434,ACC00049426,40007.16,2024-02-12 17:03:31
NB531804908,ACC00049450,ACC00049446,37534.7,2024-10-01 22:00:16
NB622159932,ACC00049447,ACC00049446,324.09,2024-10-02 05:36:45
NB941674823,ACC00049454,ACC00049452,17966.63,2024-07-27 21:40:17
NB957630958,ACC00049458,ACC00049452,22122.73,2024-07-28 03:35:21
NB269478879,ACC00049458,ACC00049452,27882.08,2024-07-28 10:28:31
NB625330809,ACC00049453,ACC00049452,19739.89,2024-07-28 10:55:40
NB666876585,ACC00049454,ACC00049452,4806.64,2024-07-28 17:51:06
NB936222361,ACC00049456,ACC00049452,13399.15,2024-07-29 00:36:00
NB930350436,ACC00049456,ACC00049452,42575.36,2024-07-30 01:28:40
NB105283908,ACC00049458,ACC00049452,49070.39,2024-07-30 06:02:21
NB671786616,ACC00049456,ACC00049452,48516.94,2024-07-30 07:14:35
NB135038079,ACC00049456,ACC00049452,40236.88,2024-07-30 21:07:36
NB499246185,ACC00049461,ACC00049459,23552.96,2024-07-24 06:19:18
NB203105302,ACC00049462,ACC00049459,44752.66,2024-07-24 08:30:08
NB881804077,ACC00049463,ACC00049459,23049.98,2024-07-25 09:21:51
NB568377006,ACC00049469,ACC00049467,12349.09,2024-11-19 21:37:08
NB279350518,ACC00049471,ACC00049467,11429.41,2024-11-20 04:40:18
NB930476176,ACC00049470,ACC00049467,39167.58,2024-11-20 06:26:14
NB801930018,ACC00049469,ACC00049467,17385.47,2024-11-20 08:23:35
NB136495631,ACC00049472,ACC00049467,45242.35,2024-11-20 10:51:57
NB251328405,ACC00049471,ACC00049467,14126.92,2024-11-21 08:31:05
NB498919257,ACC00049477,ACC00049473,43253.26,2024-06-05 10:19:00
NB343989053,ACC00049479,ACC00049473,39164.01,2024-06-05 13:22:38
NB902881826,ACC00049479,ACC00049473,15082.85,2024-06-05 20:16:13
NB926939040,ACC00049475,ACC00049473,915.88,2024-06-06 08:51:53
NB566716841,ACC00049480,ACC00049473,29067.28,2024-06-06 10:59:07
NB862393413,ACC00049475,ACC00049473,33785.08,2024-06-06 13:42:53
NB637159548,ACC00049493,ACC00049482,2752.79,2024-04-02 15:32:54
NB622671102,ACC00049488,ACC00049482,40839.84,2024-04-03 05:15:28
NB865372508,ACC00049490,ACC00049482,16306.35,2024-04-03 12:37:39
NB102749086,ACC00049488,ACC00049482,17555.31,2024-04-04 05:39:52
NB210895961,ACC00049495,ACC00049494,6882.5,2024-06-23 12:00:34
NB810529436,ACC00049501,ACC00049494,14677.19,2024-06-24 23:36:48
NB922075799,ACC00049499,ACC00049494,48654.67,2024-06-25 02:07:42
NB403127458,ACC00049497,ACC00049494,15957.78,2024-06-25 06:58:37
NB632582177,ACC00049505,ACC00049502,39196.83,2024-07-06 04:35:05
NB602647725,ACC00049503,ACC00049502,1063.43,2024-07-06 08:23:48
NB331902647,ACC00049504,ACC00049502,14479.78,2024-07-06 17:56:14
NB888536082,ACC00049506,ACC00049502,40899.05,2024-07-07 01:11:17
NB822659869,ACC00049511,ACC00049507,44785.71,2024-02-16 17:11:35
NB278846322,ACC00049514,ACC00049507,13555.98,2024-02-17 08:21:09
NB317080482,ACC00049514,ACC00049507,8782.78,2024-02-17 19:51:55
NB584915494,ACC00049512,ACC00049507,12365.6,2024-02-18 04:09:33
NB749082970,ACC00049509,ACC00049507,10296.02,2024-02-18 22:10:37
NB997185486,ACC00049518,ACC00049517,20906.3,2024-04-02 16:11:00
NB412232449,ACC00049526,ACC00049517,13786.6,2024-04-02 19:38:16
NB350492238,ACC00049525,ACC00049517,12527.77,2024-04-02 23:53:36
NB601288247,ACC00049522,ACC00049517,2854.94,2024-04-03 01:51:30
NB411177149,ACC00049521,ACC00049517,42716.79,2024-04-03 19:05:57
NB582824521,ACC00049524,ACC00049517,39970.41,2024-04-04 14:41:14
NB126654958,ACC00049518,ACC00049517,25459.7,2024-04-05 00:24:34
NB291715246,ACC00049527,ACC00049517,17347.76,2024-04-05 15:24:18
NB319364150,ACC00049527,ACC00049517,18097.21,2024-04-06 07:26:07
NB187701391,ACC00049531,ACC00049529,29724.35,2024-05-16 04:45:04
NB294946538,ACC00049534,ACC00049529,10715.62,2024-05-16 11:47:41
NB633554042,ACC00049530,ACC00049529,7826.51,2024-05-17 08:46:37
NB931701795,ACC00049538,ACC00049529,25053.63,2024-05-18 18:14:27
NB156362952,ACC00049537,ACC00049529,24478.44,2024-05-19 05:58:50
NB990139736,ACC00049540,ACC00049539,35249.14,2024-01-10 03:11:13
NB211656644,ACC00049547,ACC00049539,47607.18,2024-01-10 14:50:39
NB196182392,ACC00049543,ACC00049539,6948.95,2024-01-10 23:16:12
NB196318529,ACC00049548,ACC00049539,8352.23,2024-01-11 04:00:24
NB478774009,ACC00049541,ACC00049539,1392.92,2024-01-11 11:38:11
NB727112135,ACC00049546,ACC00049539,30841.52,2024-01-12 03:09:13
NB638518300,ACC00049558,ACC00049550,35438.86,2024-05-28 18:57:39
NB593414574,ACC00049557,ACC00049550,21238.57,2024-05-29 11:38:38
NB142193558,ACC00049552,ACC00049550,31278.61,2024-05-30 08:06:41
NB403559155,ACC00049564,ACC00049560,26069.09,2024-06-21 18:13:40
NB836419573,ACC00049567,ACC00049560,28771.21,2024-06-22 17:13:13
NB496331207,ACC00049565,ACC00049560,14783.57,2024-06-22 23:00:24
NB243283840,ACC00049567,ACC00049560,12638.26,2024-06-23 11:47:07
NB183425535,ACC00049566,ACC00049560,1606.03,2024-06-23 12:49:23
NB736638018,ACC00049572,ACC00049569,6650.21,2024-11-08 19:50:00
NB237783843,ACC00049574,ACC00049569,19239.34,2024-11-10 02:56:39
NB185542561,ACC00049578,ACC00049576,3546.91,2024-04-27 22:18:21
NB483060885,ACC00049580,ACC00049576,47988.1,2024-04-28 10:13:04
NB283842042,ACC00049578,ACC00049576,4620.68,2024-04-29 07:10:58
NB768188774,ACC00049580,ACC00049576,18119.14,2024-04-29 11:46:04
NB432397701,ACC00049578,ACC00049576,15917.63,2024-04-29 17:34:55
NB901775284,ACC00049581,ACC00049576,5434.48,2024-04-29 23:33:25
NB192901545,ACC00049588,ACC00049582,29039.83,2024-09-26 13:06:21
NB987047697,ACC00049584,ACC00049582,47756.97,2024-09-26 19:29:59
NB335719000,ACC00049592,ACC00049591,12261.39,2024-02-10 23:53:57
NB349692303,ACC00049594,ACC00049591,1728.7,2024-02-11 01:35:35
NB344719451,ACC00049592,ACC00049591,13733.19,2024-02-11 17:05:16
NB435993189,ACC00049597,ACC00049591,44849.01,2024-02-12 05:32:37
NB471079122,ACC00049594,ACC00049591,6387.73,2024-02-12 12:35:26
NB537532469,ACC00049598,ACC00049591,29571.55,2024-02-12 20:10:06
NB678437278,ACC00049594,ACC00049591,8893.56,2024-02-13 14:40:01
NB607419794,ACC00049594,ACC00049591,47637.23,2024-02-14 04:53:45
NB960273595,ACC00049596,ACC00049591,31144.23,2024-02-14 09:01:40
NB586114459,ACC00049607,ACC00049601,12746.95,2024-10-15 21:46:06
NB577233502,ACC00049610,ACC00049601,17262.88,2024-10-15 23:42:46
NB533485702,ACC00049609,ACC00049601,46725.91,2024-10-16 14:52:26
NB745352290,ACC00049602,ACC00049601,42217.41,2024-10-16 16:08:04
NB545996580,ACC00049617,ACC00049612,125.21,2024-04-28 05:07:15
NB146502579,ACC00049613,ACC00049612,41066.23,2024-04-29 09:30:27
NB240191432,ACC00049617,ACC00049612,5319.9,2024-04-30 04:33:04
NB188195042,ACC00049613,ACC00049612,40610.05,2024-04-30 11:08:30
NB623314412,ACC00049617,ACC00049612,33990.02,2024-04-30 14:25:49
NB790483903,ACC00049624,ACC00049620,44284.8,2024-03-16 12:31:00
NB465663954,ACC00049623,ACC00049620,44076.9,2024-03-17 04:45:46
NB201055685,ACC00049625,ACC00049620,20803.76,2024-03-17 17:23:09
NB799195560,ACC00049632,ACC00049627,41989.23,2024-11-14 01:06:24
NB894599153,ACC00049629,ACC00049627,43494.3,2024-11-14 17:08:01
NB723631768,ACC00049630,ACC00049627,22678.57,2024-11-15 02:36:12
NB167712567,ACC00049631,ACC00049627,23547.6,2024-11-15 14:45:05
NB559514530,ACC00049639,ACC00049635,32351.8,2024-04-27 20:48:10
NB251687791,ACC00049640,ACC00049635,22639.08,2024-04-28 08:26:50
NB527597361,ACC00049640,ACC00049635,29111.45,2024-04-28 10:13:04
NB938799663,ACC00049640,ACC00049635,29684.28,2024-04-28 17:30:13
NB315001417,ACC00049651,ACC00049642,14996.98,2024-07-02 08:00:01
NB818575893,ACC00049648,ACC00049642,43747.84,2024-07-02 17:11:53
NB923412788,ACC00049644,ACC00049642,15564.32,2024-07-03 08:37:01
NB117316569,ACC00049646,ACC00049642,33452.5,2024-07-03 09:28:53
NB591662669,ACC00049656,ACC00049653,20099.7,2024-03-11 08:35:47
NB881161331,ACC00049654,ACC00049653,5797.12,2024-03-11 11:38:43
NB664295571,ACC00049662,ACC00049661,8753.23,2024-04-14 02:16:04
NB796870820,ACC00049663,ACC00049661,1268.91,2024-04-14 22:10:12
NB393620208,ACC00049665,ACC00049661,11754.23,2024-04-15 05:22:55
NB284148050,ACC00049662,ACC00049661,34652.15,2024-04-15 07:49:17
NB213587626,ACC00049669,ACC00049666,12096.97,2024-11-14 19:12:40
NB186024266,ACC00049678,ACC00049674,4185.2,2024-05-05 11:38:00
NB553715250,ACC00049683,ACC00049674,44279.83,2024-05-06 15:28:25
NB339034787,ACC00049688,ACC00049686,18383.08,2024-09-16 15:18:03
NB520644823,ACC00049687,ACC00049686,291.84,2024-09-17 14:27:37
NB330191041,ACC00049692,ACC00049686,3267.98,2024-09-18 00:03:40
NB127295760,ACC00049693,ACC00049686,3193.95,2024-09-18 22:57:02
NB224419222,ACC00049702,ACC00049695,25826.58,2024-10-28 02:38:26
NB216733562,ACC00049705,ACC00049695,46931.38,2024-10-28 14:55:38
NB750319742,ACC00049706,ACC00049695,28918.1,2024-10-28 17:31:51
NB208668859,ACC00049700,ACC00049695,44915.43,2024-10-29 17:23:57
NB925341001,ACC00049703,ACC00049695,10332.3,2024-10-29 21:56:44
NB135888749,ACC00049716,ACC00049707,48807.48,2024-06-06 19:45:06
NB211034928,ACC00049708,ACC00049707,8650.18,2024-06-08 06:48:15
NB528914970,ACC00049712,ACC00049707,41218.49,2024-06-08 14:46:50
NB330559884,ACC00049722,ACC00049719,48792.91,2024-01-16 12:16:06
NB613150050,ACC00049722,ACC00049719,41291.93,2024-01-16 16:38:00
NB896769054,ACC00049721,ACC00049719,41356.35,2024-01-16 20:58:56
NB246893563,ACC00049720,ACC00049719,18568.77,2024-01-17 06:08:31
NB245246299,ACC00049721,ACC00049719,47766.95,2024-01-17 15:02:33
NB302408081,ACC00049732,ACC00049724,8902.82,2024-12-18 22:00:39
NB589886173,ACC00049726,ACC00049724,31729.77,2024-12-19 13:24:08
NB585531481,ACC00049731,ACC00049724,33662.41,2024-12-20 00:31:34
NB783520632,ACC00049726,ACC00049724,43735.25,2024-12-21 05:10:02
NB367166278,ACC00049737,ACC00049735,12351.87,2024-02-18 11:47:35
NB479519064,ACC00049745,ACC00049741,33804.25,2024-04-19 06:39:29
NB950536524,ACC00049745,ACC00049741,34424.15,2024-04-19 14:50:11
NB264396929,ACC00049744,ACC00049741,9656.76,2024-04-20 07:17:07
NB921427374,ACC00049754,ACC00049746,47750.07,2024-07-24 18:07:17
NB768615225,ACC00049749,ACC00049746,13276.82,2024-07-25 10:33:03
NB942579452,ACC00049756,ACC00049746,13525.79,2024-07-26 22:57:12
NB591835681,ACC00049756,ACC00049746,33025.17,2024-07-26 23:17:15
NB768278772,ACC00049768,ACC00049758,27992.05,2024-10-03 09:44:00
NB533827518,ACC00049767,ACC00049758,14443.16,2024-10-03 11:44:30
NB882486408,ACC00049762,ACC00049758,1245.05,2024-10-03 13:08:58
NB520846402,ACC00049764,ACC00049758,12707.14,2024-10-04 03:54:18
NB194810282,ACC00049768,ACC00049758,4601.91,2024-10-04 13:05:06
NB962288793,ACC00049769,ACC00049758,7172.92,2024-10-04 17:09:03
NB881129224,ACC00049762,ACC00049758,44260.74,2024-10-04 22:50:38
NB896014954,ACC00049766,ACC00049758,29168.93,2024-10-05 05:46:14
NB196534049,ACC00049768,ACC00049758,15303.72,2024-10-05 19:59:49
NB448069926,ACC00049761,ACC00049758,34751.08,2024-10-06 03:34:52
NB150605277,ACC00049777,ACC00049770,4937.85,2024-07-02 22:26:59
NB493986849,ACC00049772,ACC00049770,5446.21,2024-07-03 02:05:51
NB108814749,ACC00049778,ACC00049770,20985.62,2024-07-03 04:24:27
NB526022315,ACC00049772,ACC00049770,40604.41,2024-07-03 22:09:34
NB888282909,ACC00049776,ACC00049770,3496.44,2024-07-04 09:45:16
NB920480168,ACC00049775,ACC00049770,46419.86,2024-07-04 16:16:41
NB909748678,ACC00049783,ACC00049779,46260.16,2024-08-06 12:59:00
NB601827626,ACC00049785,ACC00049779,8425.75,2024-08-07 02:53:25
NB728290977,ACC00049784,ACC00049779,31075.26,2024-08-07 08:09:51
NB991343253,ACC00049780,ACC00049779,15974.26,2024-08-08 00:45:32
NB780743511,ACC00049791,ACC00049786,6711.65,2024-08-08 18:03:08
NB709425157,ACC00049787,ACC00049786,7021.92,2024-08-09 09:16:30
NB278442881,ACC00049802,ACC00049798,34643.87,2024-07-30 00:52:56
NB702168893,ACC00049807,ACC00049798,13965.7,2024-07-30 12:57:54
NB281577225,ACC00049810,ACC00049808,30027.93,2024-11-12 20:15:00
NB560478141,ACC00049812,ACC00049808,8940.99,2024-11-13 05:14:01
NB144705398,ACC00049810,ACC00049808,10875.45,2024-11-14 00:28:43
NB781338206,ACC00049810,ACC00049808,2559.02,2024-11-14 17:38:37
NB461809535,ACC00049816,ACC00049814,36441.79,2024-05-02 15:19:00
NB801008181,ACC00049816,ACC00049814,22805.73,2024-05-04 15:14:39
NB757307043,ACC00049819,ACC00049814,16554.56,2024-05-04 22:51:57
NB986314406,ACC00049824,ACC00049822,10685.02,2024-11-11 21:10:04
NB689411594,ACC00049823,ACC00049822,25082.87,2024-11-12 15:17:26
NB376114515,ACC00049830,ACC00049827,6237.42,2024-02-25 13:43:07
NB251421812,ACC00049830,ACC00049827,30812.61,2024-02-26 18:48:58
NB739566281,ACC00049839,ACC00049837,46687.18,2024-10-03 16:05:00
NB471204463,ACC00049841,ACC00049837,42252.48,2024-10-04 11:51:03
NB927288863,ACC00049844,ACC00049842,1692.23,2024-01-18 22:01:50
NB833055759,ACC00049847,ACC00049842,24324.8,2024-01-19 00:31:17
NB719924747,ACC00049854,ACC00049849,49231.63,2024-03-21 17:13:58
NB601195744,ACC00049850,ACC00049849,49394.94,2024-03-22 09:21:54
NB168487275,ACC00049852,ACC00049849,10847.67,2024-03-22 09:50:26
NB369734605,ACC00049859,ACC00049856,30929.27,2024-10-01 16:08:00
NB795419586,ACC00049858,ACC00049856,35603.33,2024-10-01 16:44:04
NB334445159,ACC00049858,ACC00049856,5710.53,2024-10-01 17:34:02
NB125958634,ACC00049857,ACC00049856,48771.33,2024-10-01 21:07:51
NB941670788,ACC00049859,ACC00049856,36306.01,2024-10-01 22:22:52
NB842242936,ACC00049859,ACC00049856,1712.04,2024-10-03 03:27:34
NB547043699,ACC00049862,ACC00049861,45028.4,2024-09-25 09:12:31
NB919620359,ACC00049863,ACC00049861,31484.46,2024-09-25 23:12:38
NB383239374,ACC00049863,ACC00049861,15100.36,2024-09-26 05:05:39
NB646447026,ACC00049867,ACC00049866,12354.55,2024-09-15 19:49:00
NB246266731,ACC00049868,ACC00049866,38431.38,2024-09-16 07:58:13
NB320490818,ACC00049869,ACC00049866,21803.93,2024-09-16 19:40:42
NB238268385,ACC00049867,ACC00049866,1590.74,2024-09-17 01:07:32
NB362754532,ACC00049867,ACC00049866,42649.31,2024-09-18 13:51:02
NB435709857,ACC00049879,ACC00049872,3098.85,2024-03-08 00:41:01
NB751631161,ACC00049873,ACC00049872,36246.8,2024-03-08 07:53:13
NB631153126,ACC00049877,ACC00049872,21322.1,2024-03-08 12:58:01
NB678060521,ACC00049879,ACC00049872,13281.27,2024-03-10 07:58:28
NB789347489,ACC00049884,ACC00049881,24090.43,2024-02-08 14:55:00
NB142070033,ACC00049889,ACC00049881,38558.02,2024-02-09 03:42:15
NB617663265,ACC00049892,ACC00049881,46596.92,2024-02-09 07:31:53
NB962242326,ACC00049883,ACC00049881,9099.58,2024-02-10 00:40:13
NB831954824,ACC00049891,ACC00049881,49429.99,2024-02-10 13:23:08
NB582780777,ACC00049896,ACC00049893,27594.8,2024-08-19 13:13:53
NB706763470,ACC00049895,ACC00049893,10973.81,2024-08-19 14:30:13
NB623594479,ACC00049897,ACC00049893,11349.73,2024-08-19 16:25:56
NB607908911,ACC00049902,ACC00049893,30430.3,2024-08-20 06:14:07
NB854263962,ACC00049898,ACC00049893,8479.79,2024-08-21 03:00:32
NB224843807,ACC00049903,ACC00049893,28106.16,2024-08-21 17:09:38
NB504705838,ACC00049900,ACC00049893,4753.86,2024-08-22 03:49:21
NB321831893,ACC00049899,ACC00049893,35463.76,2024-08-22 09:48:34
NB578447982,ACC00049908,ACC00049904,11644.64,2024-01-08 21:01:15
NB952020370,ACC00049905,ACC00049904,5655.51,2024-01-09 20:38:30
NB818626038,ACC00049905,ACC00049904,9446.13,2024-01-11 01:13:05
NB283699927,ACC00049911,ACC00049910,12448.21,2024-02-10 17:26:48
NB661601776,ACC00049911,ACC00049910,38565.71,2024-02-11 14:25:29
NB731594435,ACC00049914,ACC00049910,20083.84,2024-02-12 00:00:59
NB315942643,ACC00049911,ACC00049910,2590.37,2024-02-13 23:24:45
NB591471816,ACC00049911,ACC00049910,43480.13,2024-02-14 14:33:03
NB694987928,ACC00049916,ACC00049915,37911.67,2024-06-08 12:56:45
NB726299743,ACC00049922,ACC00049915,47814.45,2024-06-08 16:42:43
NB776153665,ACC00049917,ACC00049915,1870.92,2024-06-08 22:34:06
NB940642038,ACC00049925,ACC00049923,30047.01,2024-02-10 17:28:25
NB650660893,ACC00049940,ACC00049932,1556.08,2024-09-28 18:30:00
NB113006083,ACC00049937,ACC00049932,29156.47,2024-09-29 07:56:58
NB581950378,ACC00049941,ACC00049932,39821.04,2024-09-29 17:08:16
NB880833473,ACC00049946,ACC00049942,49369.33,2024-09-28 20:59:11
NB875553186,ACC00049947,ACC00049942,34150.39,2024-09-29 01:44:44
NB963605175,ACC00049946,ACC00049942,46353.57,2024-09-29 19:55:48
NB863284897,ACC00049948,ACC00049942,39512.74,2024-09-30 14:18:09
NB635153507,ACC00049949,ACC00049942,33415.95,2024-09-30 17:01:54
NB159608717,ACC00049944,ACC00049942,40729.68,2024-10-01 00:28:32
NB545514315,ACC00049954,ACC00049952,30320.71,2024-09-10 17:30:01
NB190071601,ACC00049959,ACC00049952,24983.84,2024-09-11 08:04:40
NB467439323,ACC00049953,ACC00049952,19840.27,2024-09-13 19:38:13
NB583178651,ACC00049970,ACC00049961,19464.93,2024-01-17 16:28:00
NB945829891,ACC00049962,ACC00049961,2448.74,2024-01-18 00:32:33
NB137292299,ACC00049964,ACC00049961,2605.86,2024-01-18 19:44:35
NB474385457,ACC00049973,ACC00049971,25025.59,2024-10-11 16:37:00
NB669146736,ACC00049975,ACC00049971,41829.58,2024-10-12 11:04:47
NB412208459,ACC00049972,ACC00049971,49796.16,2024-10-13 13:13:29
NB181171154,ACC00049973,ACC00049971,26114.11,2024-10-13 18:50:11
NB796979800,ACC00049973,ACC00049971,4925.42,2024-10-13 22:20:45
NB725040698,ACC00049987,ACC00049981,18904.93,2024-03-13 05:47:14
NB851185158,ACC00049986,ACC00049981,17673.28,2024-03-13 08:18:06
NB254591485,ACC00049986,ACC00049981,43074.47,2024-03-14 09:04:01
NB794477558,ACC00049985,ACC00049981,25335.92,2024-03-14 22:51:28
NB808207671,ACC00049995,ACC00049988,27030.91,2024-09-02 18:21:31
NB546792858,ACC00049995,ACC00049988,41307.99,2024-09-02 21:52:36
NB874761832,ACC00049995,ACC00049988,41464.97,2024-09-03 21:36:14
NB727158996,ACC00050000,ACC00049997,20245.83,2024-03-13 18:31:30
NB949886307,ACC00050000,ACC00049997,6771.85,2024-03-14 00:40:07
NB992369032,ACC00050005,ACC00049997,7598.27,2024-03-14 03:38:23
NB631758431,ACC00050003,ACC00049997,1695.31,2024-03-14 08:49:17
NB584082628,ACC00050001,ACC00049997,42457.2,2024-03-14 12:56:49
NB160441287,ACC00050009,ACC00050008,7842.91,2024-01-07 10:26:50
NB415682476,ACC00050009,ACC00050008,2651.99,2024-01-07 20:46:17
NB248319795,ACC00050017,ACC00050008,42187.32,2024-01-08 01:12:09
NB866292262,ACC00050030,ACC00050019,36019.62,2024-06-08 03:23:01
NB510237654,ACC00050038,ACC00050031,15858.4,2024-02-13 15:36:24
NB153481539,ACC00050032,ACC00050031,20008.4,2024-02-15 01:09:24
NB380260056,ACC00050036,ACC00050031,18365.8,2024-02-16 00:35:08
NB310201115,ACC00050033,ACC00050031,49007.05,2024-02-16 05:49:24
NB192027084,ACC00050049,ACC00050042,30213.13,2024-06-06 13:41:00
NB462240886,ACC00050044,ACC00050042,16659.59,2024-06-06 21:14:46
NB172042655,ACC00050048,ACC00050042,7329.27,2024-06-07 10:20:53
NB172067333,ACC00050043,ACC00050042,40374.67,2024-06-07 11:52:44
NB868541154,ACC00050049,ACC00050042,29132.53,2024-06-07 12:06:01
NB234823369,ACC00050055,ACC00050050,46062.57,2024-03-03 11:49:00
NB334431730,ACC00050061,ACC00050050,29712.13,2024-03-04 10:01:17
NB616876499,ACC00050053,ACC00050050,13835.73,2024-03-05 04:38:00
NB176240353,ACC00050064,ACC00050062,432.71,2024-10-11 19:35:00
NB883358169,ACC00050063,ACC00050062,15242.3,2024-10-12 00:16:05
NB752582277,ACC00050073,ACC00050062,477.38,2024-10-12 00:47:37
NB419677498,ACC00050067,ACC00050062,44428.0,2024-10-12 03:55:26
NB492837470,ACC00050065,ACC00050062,40373.75,2024-10-13 04:23:25
NB581606353,ACC00050064,ACC00050062,27388.66,2024-10-13 06:56:45
NB137254399,ACC00050066,ACC00050062,10492.29,2024-10-14 11:48:43
NB858006937,ACC00050070,ACC00050062,14675.71,2024-10-15 11:36:38
NB752304884,ACC00050075,ACC00050074,24857.2,2024-07-09 00:47:32
NB640705139,ACC00050075,ACC00050074,16612.64,2024-07-09 03:42:50
NB849552807,ACC00050077,ACC00050074,35734.34,2024-07-10 08:52:45
NB710809968,ACC00050075,ACC00050074,28925.59,2024-07-11 08:35:21
NB627197278,ACC00050082,ACC00050079,33985.31,2024-01-20 16:36:00
NB725334642,ACC00050085,ACC00050079,16336.04,2024-01-20 16:47:39
NB540842508,ACC00050081,ACC00050079,7348.83,2024-01-21 03:48:22
NB297481908,ACC00050082,ACC00050079,19822.05,2024-01-21 07:14:17
NB312660154,ACC00050082,ACC00050079,41007.64,2024-01-21 13:04:38
NB751075173,ACC00050084,ACC00050079,35018.84,2024-01-21 13:33:55
NB520364903,ACC00050083,ACC00050079,39688.04,2024-01-21 20:07:13
NB200171921,ACC00050084,ACC00050079,593.38,2024-01-22 06:32:48
NB571480722,ACC00050090,ACC00050086,34475.06,2024-12-09 22:24:31
NB826208118,ACC00050089,ACC00050086,18779.91,2024-12-10 17:12:45
NB636078718,ACC00050088,ACC00050086,29167.12,2024-12-10 18:12:25
NB540216546,ACC00050093,ACC00050092,16209.91,2024-04-04 16:53:00
NB149297628,ACC00050093,ACC00050092,48162.01,2024-04-05 12:42:22
NB857210059,ACC00050095,ACC00050092,4575.64,2024-04-05 19:30:19
NB749632676,ACC00050096,ACC00050092,7529.99,2024-04-06 11:19:33
NB921933276,ACC00050100,ACC00050097,47569.89,2024-01-15 12:09:07
NB122594992,ACC00050103,ACC00050097,25193.26,2024-01-15 23:11:45
NB746457901,ACC00050108,ACC00050097,48189.59,2024-01-16 02:51:00
NB438225759,ACC00050099,ACC00050097,16603.6,2024-01-16 03:31:24
NB753045620,ACC00050100,ACC00050097,32234.69,2024-01-17 08:55:50
NB926341679,ACC00050104,ACC00050097,1957.55,2024-01-17 17:13:28
NB936451501,ACC00050104,ACC00050097,36256.06,2024-01-18 05:01:55
NB109597557,ACC00050113,ACC00050109,32183.56,2024-10-22 00:00:39
NB429961018,ACC00050112,ACC00050109,35057.2,2024-10-22 23:57:46
NB857570182,ACC00050124,ACC00050119,19905.32,2024-07-05 12:25:09
NB562023491,ACC00050121,ACC00050119,21474.45,2024-07-06 01:37:37
NB780659468,ACC00050128,ACC00050127,16621.6,2024-05-07 11:38:00
NB107172177,ACC00050132,ACC00050127,30377.63,2024-05-07 18:28:28
NB429312412,ACC00050128,ACC00050127,32023.27,2024-05-08 21:46:18
NB784358004,ACC00050134,ACC00050127,13657.66,2024-05-09 06:04:52
NB886334719,ACC00050132,ACC00050127,4992.26,2024-05-09 08:33:53
NB811486305,ACC00050138,ACC00050127,23431.25,2024-05-09 09:57:01
NB304953922,ACC00050138,ACC00050127,3443.37,2024-05-09 22:26:50
NB994349718,ACC00050141,ACC00050139,33345.96,2024-11-15 14:26:00
NB913562735,ACC00050140,ACC00050139,31338.05,2024-11-15 22:05:14
NB410067254,ACC00050143,ACC00050139,8495.88,2024-11-16 03:41:03
NB894541770,ACC00050143,ACC00050139,41527.89,2024-11-16 15:39:28
NB336128842,ACC00050146,ACC00050144,42107.75,2024-12-20 16:09:08
NB862880678,ACC00050148,ACC00050144,35666.22,2024-12-21 05:47:45
NB777057636,ACC00050152,ACC00050150,28485.46,2024-09-22 13:20:17
NB933683090,ACC00050152,ACC00050150,15118.91,2024-09-23 16:25:45
NB607198626,ACC00050156,ACC00050150,36823.72,2024-09-23 23:52:02
NB497073037,ACC00050152,ACC00050150,19708.42,2024-09-24 19:56:24
NB816964137,ACC00050159,ACC00050157,47405.42,2024-06-27 16:10:58
NB602679400,ACC00050159,ACC00050157,27142.98,2024-06-27 19:41:18
NB317019896,ACC00050164,ACC00050157,26350.35,2024-06-29 02:33:43
NB639216703,ACC00050163,ACC00050157,1503.56,2024-06-29 05:49:01
NB361297026,ACC00050166,ACC00050157,9185.1,2024-06-29 11:16:55
NB463885507,ACC00050170,ACC00050167,43712.86,2024-12-11 09:01:00
NB755241048,ACC00050169,ACC00050167,37176.84,2024-12-12 09:31:32
NB267782956,ACC00050171,ACC00050167,8169.39,2024-12-12 14:06:03
NB227306645,ACC00050168,ACC00050167,24629.83,2024-12-12 16:33:24
NB904329930,ACC00050172,ACC00050167,43813.31,2024-12-13 05:18:42
NB352461676,ACC00050175,ACC00050167,327.66,2024-12-13 21:24:45
NB327109616,ACC00050174,ACC00050167,48298.4,2024-12-14 03:50:07
NB201858795,ACC00050172,ACC00050167,16017.86,2024-12-15 05:09:00
NB322665867,ACC00050181,ACC00050176,2972.97,2024-03-11 12:54:09
NB245766843,ACC00050179,ACC00050176,8501.04,2024-03-12 19:11:05
